title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdb_rating,imdb_votes,imdb_id,type,dvd,box_office,production,website,response
The Big Red One,1980,R,18 Jul 1980,113 min,"Drama, War",Samuel Fuller,Samuel Fuller,"Lee Marvin, Mark Hamill, Robert Carradine",A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,"English, French, Italian, German",United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMGM3MmI0ZDUtYzE1ZS00YWE4LWEzY2UtNjhiZTBiZTEyMzY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '77/100'}]",77,7.1,"19,827",tt0080437,movie,18 May 2010,"$7,206,220",N/A,N/A,True
Sharknado 2: The Second One,2014,TV-14,30 Jul 2014,95 min,"Action, Adventure, Comedy",Anthony C. Ferrante,Thunder Levin,"Ian Ziering, Tara Reid, Vivica A. Fox","Fin and April are on their way to New York City, until a category seven hurricane spawns heavy rain, storm surges, and deadly Sharknadoes.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA0MTIxMDEwNF5BMl5BanBnXkFtZTgwMDk3ODIxMjE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '4.0/10'}, {'source': 'Rotten Tomatoes', 'value': '61%'}]",N/A,4.0,"19,126",tt3062074,movie,07 Oct 2014,N/A,N/A,N/A,True
One Missed Call,2003,R,17 Jan 2004,112 min,"Horror, Mystery",Takashi Miike,"Yasushi Akimoto, Minako Daira","Ko Shibasaki, Shin'ichi Tsutsumi, Kazue Fukiishi","People mysteriously start receiving voicemail messages from their future selves, foretelling their deaths.","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BNzdkYWZlYWEtYzYyNy00ZTFmLThlNGQtOWY4MzIzMGNiYzE2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '44%'}, {'source': 'Metacritic', 'value': '54/100'}]",54,6.2,"17,940",tt0366292,movie,15 Jun 2005,N/A,N/A,N/A,True
She's the One,1996,R,23 Aug 1996,96 min,"Comedy, Drama, Romance",Edward Burns,Edward Burns,"Edward Burns, Jennifer Aniston, John Mahoney","The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZTU0OWFjZTgtYmExNi00MDhiLTg1NmEtMTIxZDc4ZDNlOGU2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '62%'}, {'source': 'Metacritic', 'value': '53/100'}]",53,6.0,"17,481",tt0117628,movie,16 Oct 2001,"$9,538,948",N/A,N/A,True
The Son of No One,2011,R,09 Jul 2011,90 min,"Action, Crime, Drama",Dito Montiel,Dito Montiel,"Channing Tatum, Al Pacino, Juliette Binoche","A young cop is assigned to a precinct in the working class neighborhood where he grew up, and an old secret threatens to destroy his life and his family.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDUzNDc3OTI3NV5BMl5BanBnXkFtZTcwMDQ3OTQ2Ng@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.1/10'}, {'source': 'Rotten Tomatoes', 'value': '15%'}, {'source': 'Metacritic', 'value': '36/100'}]",36,5.1,"17,137",tt1535612,movie,21 Feb 2012,"$30,680",N/A,N/A,True
The Wild One,1953,Approved,01 Feb 1954,79 min,"Crime, Drama, Romance",Laslo Benedek,"John Paxton, Frank Rooney, Ben Maddow","Marlon Brando, Mary Murphy, Robert Keith",Two rival motorcycle gangs terrorize a small town after one of their leaders is thrown in jail.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjJlNGRkMzItOGM5Yi00Njc1LTg5NWYtMDVjM2VkYWY3OGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}]",N/A,6.8,"16,057",tt0047677,movie,28 Sep 2004,N/A,N/A,N/A,True
One Man Band,2005,G,06 Jun 2006,4 min,"Animation, Short, Comedy","Mark Andrews, Andrew Jimenez","Andrew Jimenez, Mark Andrews",Jack Angel,Two buskers engage in a petty feud over a child's donation.,None,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDZmZDczYmYtYzc1Ni00OTljLWE4ZDUtOWNkODBlY2I5M2QwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}]",N/A,7.7,"16,051",tt0479113,movie,06 Nov 2007,N/A,N/A,N/A,True
The Man with One Red Shoe,1985,PG,19 Jul 1985,92 min,"Comedy, Thriller",Stan Dragoti,"Francis Veber, Yves Robert, Robert Klane","Tom Hanks, Lori Singer, Dabney Coleman",A man picked randomly out of a crowd is made the target of CIA survelliance and pursuit.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTJjMWQyODItYjUwNC00ZmVhLWFjOGYtMmI3MTRjYjRjY2U0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '47%'}, {'source': 'Metacritic', 'value': '31/100'}]",31,5.7,"15,903",tt0089543,movie,07 Sep 2004,"$8,645,411",N/A,N/A,True
Just One of the Guys,1985,PG-13,26 Apr 1985,100 min,"Comedy, Romance",Lisa Gottlieb,"Dennis Feldman, Jeff Franklin","Joyce Hyser, Clayton Rohner, Billy Jayne","Terry feels discriminated against when the summer jobs at Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BY2M1NzQ2YzMtOWJmYy00OWVkLWE0MDMtYWQzNzgzOWQ1YThlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '57/100'}]",57,6.4,"15,787",tt0089393,movie,24 Feb 2004,"$11,528,900",N/A,N/A,True
One Crazy Summer,1986,PG,08 Aug 1986,93 min,"Comedy, Romance",Savage Steve Holland,Savage Steve Holland,"John Cusack, Demi Moore, Linda Warren",An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGNjN2ZmM2UtZjQzMS00NmM1LWJkZjUtMzg5Njc5OWQwODEyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '47/100'}]",47,6.3,"15,338",tt0091680,movie,01 Apr 2003,"$13,431,806",N/A,N/A,True
"Batman: The Long Halloween, Part One",2021,PG-13,22 Jun 2021,85 min,"Animation, Action, Crime",Chris Palmer,"Jeph Loeb, Tim Sale, Tim Sheridan","Jensen Ackles, Josh Duhamel, Naya Rivera",Batman investigates a murder spree that takes place on holidays.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDBkYTJjZjgtNDlhNi00ZTE1LWI2NmYtMDBjMDUzOWMwNzQwXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}]",N/A,7.2,"15,121",tt14324650,movie,22 Jun 2021,N/A,N/A,N/A,True
No One Gets Out Alive,2021,R,29 Sep 2021,85 min,"Drama, Horror, Mystery",Santiago Menghini,"Jon Croker, Fernanda Coppel, Adam Nevill","Phil Robertson, Joana Borja, Victoria Alcock","An immigrant in search of the American dream who, after being forced to take a room in a boarding house, finds herself in a nightmare she can't escape.","English, Spanish, Romanian, Portuguese",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZGQzODVkZDAtOWFhNS00MWJhLThjNDctNjFlZDExYjg5NWM1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.3/10'}, {'source': 'Rotten Tomatoes', 'value': '60%'}, {'source': 'Metacritic', 'value': '43/100'}]",43,5.3,"13,996",tt13056008,movie,29 Sep 2021,N/A,N/A,N/A,True
One Chance,2013,PG-13,25 Oct 2013,103 min,"Biography, Comedy, Drama",David Frankel,Justin Zackham,"James Corden, Alexandra Roach, Julie Walters","The true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night who became a phenomenon after being chosen for -- and ultimately winning -- Britain's Got Talent (2007).","English, Italian","United Kingdom, United States",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTA5MzQxMzEzOTVeQTJeQWpwZ15BbWU4MDY2NzM5NzIx._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}, {'source': 'Metacritic', 'value': '52/100'}]",52,6.8,"12,492",tt1196956,movie,07 Apr 2015,"$101,196",N/A,N/A,True
The One and Only Ivan,2020,PG,21 Aug 2020,95 min,"Adventure, Comedy, Drama",Thea Sharrock,"Mike White, Katherine Applegate","Sam Rockwell, Bryan Cranston, Phillipa Soo",A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.,English,United States,Nominated for 1 Oscar. 2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BZWY3OTNhNWUtMDk2My00ZGVhLWE5ODQtM2NkOTZiMWM2MGY2XkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '58/100'}]",58,6.5,"12,068",tt3661394,movie,21 Aug 2020,N/A,N/A,N/A,True
One True Thing,1998,R,18 Sep 1998,127 min,Drama,Carl Franklin,"Anna Quindlen, Karen Croner","Meryl Streep, Renée Zellweger, William Hurt",A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,"English, Portuguese",United States,Nominated for 1 Oscar. 8 nominations total,https://m.media-amazon.com/images/M/MV5BZGI0NmIwOTUtYzk1NS00ODAzLWFiYzEtY2ViYmVmYmE5MWU1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '63/100'}]",63,7.0,"12,066",tt0120776,movie,13 Mar 2007,"$23,245,840",N/A,N/A,True
No One Killed Jessica,2011,N/A,07 Jan 2011,136 min,"Biography, Crime, Drama",Raj Kumar Gupta,"Amitabh Bhattacharya, Raj Kumar Gupta","Rani Mukerji, Vidya Balan, Myra Karn","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case.","Hindi, English",India,4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTU4Mzk0NDY3OV5BMl5BanBnXkFtZTcwMjE1MTkyNA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}]",N/A,7.2,"11,758",tt1734110,movie,11 Mar 2017,"$440,525",N/A,N/A,True
One Week,2008,Not Rated,06 Mar 2009,94 min,"Adventure, Drama",Michael McGowan,Michael McGowan,"Joshua Jackson, Peter Spence, Marc Strange","Chronicles the motorcycle trip of Ben Tyler as he rides from Toronto to Tofino, British Columbia. Ben stops at landmarks that are both iconic and idiosyncratic on his quest to find meaning in his life.","English, French",Canada,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MjQ1NTgwOF5BMl5BanBnXkFtZTcwNDM1NTc0Mg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}]",N/A,7.0,"11,686",tt1104806,movie,16 Jun 2009,N/A,N/A,N/A,True
One False Move,1992,R,08 May 1992,105 min,"Crime, Drama, Thriller",Carl Franklin,"Billy Bob Thornton, Tom Epperson","Bill Paxton, Billy Bob Thornton, Cynda Williams",A small town police chief awaits the arrival of a gang of killers.,English,United States,8 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BZDBlNDcwN2QtODBhNy00OGI4LTkxZDUtMTEyMjllMTc4NmQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '87/100'}]",87,7.1,"11,592",tt0102592,movie,09 Mar 1999,"$1,543,112",N/A,N/A,True
One-Eyed Jacks,1961,Not Rated,30 Mar 1961,141 min,"Drama, Western",Marlon Brando,"Guy Trosper, Calder Willingham, Charles Neider","Marlon Brando, Karl Malden, Pina Pellicer","After robbing a Mexican bank, Dad Longworth takes the loot and leaves his partner Rio to be captured, but Rio escapes and searches for Dad in California.","English, Spanish",United States,Nominated for 1 Oscar. 3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYTJkODY2NjMtNDZlNi00MjAyLWIyZjYtZmIxNWNmYTE3OTYzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '61%'}]",N/A,7.1,"11,470",tt0055257,movie,11 Sep 2001,N/A,N/A,N/A,True
Thirteen Conversations About One Thing,2001,R,05 Jul 2002,104 min,Drama,Jill Sprecher,"Karen Sprecher, Jill Sprecher","Alan Arkin, John Turturro, Matthew McConaughey","In New York City, the lives of a lawyer, an actuary, a house-cleaner, a professor and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.","English, German, Italian",United States,8 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYThiMzQyYzUtNTQ4YS00ODNhLTk1N2EtOWFhZGM0NDFmMDE4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '74/100'}]",74,7.0,"11,113",tt0268690,movie,19 Nov 2002,"$3,288,164",N/A,N/A,True
Marco Polo: One Hundred Eyes,2015,N/A,26 Dec 2015,28 min,"Action, Drama, History",Alik Sakharov,John Fusco,"Benedict Wong, Tom Wu, Lorenzo Richelmy",Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYzRhNGZjMWQtNmRlNy00YTcxLWE1MTMtOTNlN2ZhYjhkMGNiXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.8/10'}]",N/A,7.8,"10,890",tt5235348,movie,N/A,N/A,N/A,N/A,True
Plus One,2019,Not Rated,14 Jun 2019,98 min,"Comedy, Drama, Romance","Jeff Chan, Andrew Rhymer","Jeff Chan, Andrew Rhymer","Jack Quaid, Maya Erskine, Beck Bennett","In order to survive a summer of wedding fever, longtime single friends, Ben and Alice, agree to be each other's plus one at every wedding they've been invited to.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMGMxYjU3NGEtNjM4ZC00YjcyLThjNjktZjM1MWRlZGI3MmZlXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '65/100'}]",65,6.6,"10,716",tt7645122,movie,14 Jun 2019,N/A,N/A,N/A,True
The Power of One,1992,PG-13,27 Mar 1992,127 min,"Drama, Sport",John G. Avildsen,"Bryce Courtenay, Robert Mark Kamen","Stephen Dorff, Armin Mueller-Stahl, Morgan Freeman","An English boy, living in Africa during World War II, through his boxing prowess, becomes a symbol of hope, in a time of war.",English,"Australia, France, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjQ1NTYxOGYtNzc5MC00ZDY2LWE1ODctNmZjMzliYmNlMWMzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '39%'}, {'source': 'Metacritic', 'value': '40/100'}]",40,7.1,"9,973",tt0105159,movie,22 Jun 1999,"$2,827,107",N/A,N/A,True
Song One,2014,PG-13,22 Jan 2015,86 min,"Drama, Music, Romance",Kate Barker-Froyland,Kate Barker-Froyland,"Anne Hathaway, Johnny Flynn, Mary Steenburgen",A young woman strikes up a relationship with her ailing brother's favorite musician.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjM4NDM5NDI1OV5BMl5BanBnXkFtZTgwMDQ4NjE0MzE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '32%'}, {'source': 'Metacritic', 'value': '48/100'}]",48,5.8,"9,849",tt2182972,movie,24 Mar 2015,"$32,251",N/A,N/A,True
The Pretty One,2013,R,20 Apr 2013,90 min,"Comedy, Drama",Jenée LaMarque,Jenée LaMarque,"Zoe Kazan, Jake Johnson, Ron Livingston","A tragedy presents Laurel with the chance to reinvent herself as her idolized twin sister, Audrey. As she eases into the life she has always wanted, she must decide between continuing the lie or revealing herself as the perfect fr...",English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTM5MzI0ODgxMl5BMl5BanBnXkFtZTgwNjI3MDQwMTE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '53/100'}]",53,6.3,"9,647",tt2140577,movie,03 Jun 2014,"$13,769",N/A,N/A,True
One Wild Moment,2015,Not Rated,24 Jun 2015,105 min,"Comedy, Drama, Romance",Jean-François Richet,"Claude Berri, Lisa Azuelos, Jean-François Richet","Vincent Cassel, François Cluzet, Lola Le Lann","Two friends bring their daughters with them on a beach vacation and find themselves in an awkward situation. A remake of the 1977 film ""Un moment d'égarement"".",French,"France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BOGQ4ODY1M2YtMzA3YS00NTM0LTg1NTctYTJlMDg5ZWNhOWJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}]",N/A,6.2,"9,370",tt2191765,movie,03 Jan 2019,N/A,N/A,N/A,True
My One and Only,2009,PG-13,25 Sep 2009,108 min,"Adventure, Biography, Comedy",Richard Loncraine,Charlie Peters,"Renée Zellweger, Logan Lerman, Mark Rendall","After leaving her philandering husband, an elegant socialite takes her two sons on a road trip across America in search of a better life.",English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkxMDI1MjExNF5BMl5BanBnXkFtZTcwNzA1MzQ3Mg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '68%'}, {'source': 'Metacritic', 'value': '62/100'}]",62,6.5,"8,936",tt1185431,movie,09 Feb 2010,"$2,479,538",N/A,N/A,True
Not One Less,1999,G,30 Oct 1999,106 min,Drama,Yimou Zhang,Xiangsheng Shi,"Minzhi Wei, Huike Zhang, Zhenda Tian","In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if t...",Mandarin,"China, North Korea",17 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTUxNTA0MjY1MV5BMl5BanBnXkFtZTgwNDg1NDgwMzE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '73/100'}]",73,7.7,"8,792",tt0209189,movie,22 Aug 2000,"$592,586",N/A,N/A,True
One Million Years B.C.,1966,Not Rated,21 Feb 1967,92 min,"Adventure, Fantasy",Don Chaffey,"Michael Carreras, Mickell Novack, George Baker","Raquel Welch, John Richardson, Percy Herbert","Prehistoric man Tumak is banished from his savage tribe and meets pretty Loana, who belongs to a gentler coastal tribe but he must fight caveman Payto to win her favors.","Greek, English",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BM2E1N2Y1NGUtZmEzMS00ZTc2LTk0MzAtMzMwZDI3NTQzYzZkXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '64%'}, {'source': 'Metacritic', 'value': '58/100'}]",58,5.6,"8,478",tt0060782,movie,09 Mar 2004,N/A,N/A,N/A,True
Marvel One-Shot: Agent Carter,2013,Not Rated,24 Sep 2013,15 min,"Short, Action, Adventure, Sci-Fi",Louis D'Esposito,"Eric Pearson (screenplay), Jack Kirby (characters), Stan Lee (characters)","Hayley Atwell, Bradley Whitford, Dominic Cooper, Tim Trobec","Frustrated at being marginalized at work, Peggy Carter goes on an unauthorized solo field mission.",N/A,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZDIwZTM4M2QtMWFhYy00N2VmLWFlMjItMzI3NjBjYTc0OTMxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.6/10'}]",N/A,7.6,"8,222",tt3067038,movie,N/A,N/A,N/A,N/A,True
