title,first_genre,cleaned_plot,imdb_rating
One Piece: The Cursed Holy Sword,animation,"['straw', 'hat', 'pirates', 'learn', 'shichiseiken', 'asuka', 'island', 'zoro', 'disappears', 'marines', 'attack', 'island', 'luffy', 'gang', 'fight', 'marines', 'find', 'happen', 'find', 'zoro', 'enemy', 'lines']",6.7
One on One,drama,"['smalltown', 'basketball', 'star', 'goes', 'college', 'tries', 'impress', 'tutor', 'teammates', 'coach']",6.5
The Small One,animation,"['ordered', 'father', 'sell', 'old', 'small', 'donkey', 'named', 'small', 'one', 'hebrew', 'boy', 'ancient', 'israel', 'takes', 'donkey', 'jerusalem', 'market', 'finding', 'buyers', 'boy', 'give', 'meets', 'kind', 'man', 'named', 'jos']",7.6
The Search for One-eye Jimmy,comedy,"['les', 'making', 'film', 'old', 'neighborhood', 'brooklyn', 'oneeye', 'jimmy', 'goes', 'missing', 'les', 'switches', 'making', 'film', 'jimmy', 'people', 'searching']",6.0
One Night in the Tropics,comedy,"['jim', 'lucky', 'moore', 'allan', 'jones', 'insurance', 'salesman', 'comes', 'novel', 'policy', 'friend', 'steve', 'robert', 'cummings', 'love', 'insurance', 'policy', 'pay', '1million', 'steve', 'marry', 'fiancee', 'cynthia', 'na']",6.3
"The Other One: The Long, Strange Trip of Bob Weir",documentary,"['documentary', 'explores', 'bob', 'weirs', 'life', 'grateful', 'dead', 'ratdog', 'childhood']",7.3
One Piece: Episode of Alabasta - The Desert Princess and the Pirates,animation,"['retelling', 'alabaster', 'arc', 'one', 'piece', 'tv', 'luffy', 'crew', 'come', 'rescue', 'land', 'midst', 'civil', 'war', 'due', 'powerful', 'devil', 'fruit', 'user']",6.9
One Hundred and One Nights,comedy,"['monsieur', 'cinema', 'hundred', 'years', 'old', 'lives', 'alone', 'large', 'villa', 'memories', 'fade', 'away', 'engages', 'young', 'woman', 'tell', 'stories', 'movies', 'ever', 'made']",6.4
One Piece: Chopper's Kingdom in the Strange Animal Island,animation,"['straw', 'hat', 'pirates', 'sail', 'grand', 'line', 'chopper', 'teased', 'usopp', 'brave', 'enough', 'face', 'dangers', 'like', 'real', 'pirate', 'spot', 'upcoming', 'island', 'according', 'namis', 'map', 'reading', 'isl']",6.4
The New One-Armed Swordsman,action,"['lei', 'li', 'lost', 'rightarm', 'sword', 'duel', 'master', 'martial', 'arts', 'school', 'long', 'ago', 'able', 'defend', 'well', 'left', 'arm', 'kung', 'fu', 'techniques', 'proves', 'help', 'friend', 'c']",7.2
Just One of the Girls,comedy,"['bullied', 'teen', 'disguises', 'girl', 'order', 'escape', 'schools', 'bully', 'finds', 'upsides', 'well']",5.7
Zatoichi and the One-Armed Swordsman,action,"['two', 'japan', 'chinas', 'greatest', 'heroic', 'swordsman', 'find', 'caught', 'plot', 'protect', 'young', 'child', 'national', 'distrust', 'simple', 'misunderstanding', 'keep', 'two', 'kindred', 'spirits', 'apart']",7.2
One Last Dance,drama,"['wake', 'tragedy', 'renowned', 'ny', 'dance', 'company', 'brink', 'collapse', 'leaving', 'dance', 'world', 'good', 'travis', 'chrissa', 'max', 'one', 'last', 'chance', 'reconnect', 'passion', 'prove', 'miracles', 'really', 'ca']",5.3
If You Are the One 2,comedy,"['wealthy', 'middleaged', 'entrepreneur', 'qin', 'beautiful', 'flight', 'attendant', 'xiaoxiao', 'liang', 'question', 'relationship', 'presiding', 'good', 'friends', 'mang', 'guo', 'lis', 'lavish', 'divorce', 'ceremony']",5.9
Adele One Night Only,documentary,"['primetime', 'special', 'welcoming', 'back', 'superstar', 'performer', 'extraordinary', 'concert', 'performance', 'includes', 'earliest', 'opportunity', 'hear', 'first', 'new', 'material', 'six', 'years']",7.9
One Second,comedy,"['movie', 'fan', 'remote', 'farmland', 'strikes', 'relationship', 'homeless', 'female', 'vagabond']",7.2
Arabian Nights: Volume 2 - The Desolate One,drama,"['continuation', 'arabian', 'nights', 'stories', 'structure', 'adapted', 'modern', 'life', 'portugal', 'three', 'innings', 'third', 'chapter', 'owners', 'dixie', 'three', 'chapters']",7.1
The Hunt for Eagle One,action,"['group', 'us', 'marines', 'sent', 'rescue', 'captured', 'us', 'marine', 'filipino', 'captain', 'stopping', 'group', 'alqaedabacked', 'local', 'rebels', 'launching', 'biological', 'weapons']",3.8
Adele One Night Only,documentary,"['primetime', 'special', 'welcoming', 'back', 'superstar', 'performer', 'extraordinary', 'concert', 'performance', 'includes', 'earliest', 'opportunity', 'hear', 'first', 'new', 'material', 'six', 'years']",7.9
One Last Deal,drama,"['elderly', 'art', 'dealer', 'investigates', 'history', 'behind', 'unsigned', 'painting', 'promises', 'bring', 'suffering', 'career', 'successful', 'end']",7.2
Cat Shit One,animation,"['botasky', 'packy', 'private', 'contractors', 'working', 'middle', 'east', 'support', 'distant', 'helicoptermobile', 'base', 'jobs', 'sniper', 'spotter', 'spotter', 'team', 'lead', 'accurate', 'military', 'protocol']",6.9
Three Lives and Only One Death,comedy,"['take', 'walk', 'dreamlike', 'world', 'filmmaker', 'raul', 'ruiz', 'takes', 'us', 'paris', 'twisting', 'ride', 'four', 'strangely', 'symmetrical', 'stories', 'unfold', 'involving', 'love', 'lust', 'crime', 'time']",6.9
Arrow: Year One,drama,"['onehour', 'special', 'gives', 'arrow', 'fans', 'chance', 'catch', 'incredible', 'events', 'led', 'billionaire', 'oliver', 'queen', 'secretly', 'create', 'persona', 'hoodarrow']",8.4
Tell No One,comedy,"['matthia', 'move', 'madrid', 'boyfriend', 'eduard', 'wont', 'reveal', 'family', 'gay', 'eduard', 'however', 'convinced', 'marriage', 'blessing', 'family', 'members', 'day']",6.6
One Night,drama,"['young', 'woman', 'stabbed', 'sexually', 'assaulted', 'murdered', 'public', 'neighbors', 'ignore', 'cries', 'help']",6.2
One Christmas Eve,comedy,"['series', 'mishaps', 'threaten', 'recently', 'divorced', 'moms', 'attempts', 'make', 'two', 'kids', 'first', 'christmas', 'without', 'dad', 'perfect']",6.0
One Special Night,drama,"['two', 'strangers', 'take', 'refuge', 'small', 'cabin', 'stormy', 'winter', 'night', 'despite', 'differences', 'perhaps', 'undeniably', 'drawn', 'one', 'another', 'holiday', 'classic']",7.2
One Night in Istanbul,comedy,"['screen', 'adaptation', 'hit', 'play', 'exploits', 'group', 'liverpool', 'football', 'club', 'fans', 'uefa', 'champions', 'league', '2005', 'final', 'istanbul']",5.1
One Piece: The Giant Mechanical Soldier of Karakuri Castle,animation,"['strawhat', 'crew', 'salvage', 'treasure', 'chest', 'sinking', 'wreckage', 'raging', 'storm', 'turns', 'old', 'lady', 'hiding', 'inside', 'get', 'straw', 'hat', 'pirates', 'take', 'home', 'promises', 'treasure', 'gold']",6.5
One Touch of Venus,comedy,"['fantasy', 'comedy', 'young', 'window', 'dresser', 'kisses', 'statue', 'venus', 'comes', 'life', 'form', 'ava', 'gardner', 'however', 'problems', 'begin', 'venus', 'falls', 'love']",6.6
"One Nation, One King",drama,"['intertwining', 'fates', 'historical', 'figures', 'men', 'women', '1789', 'french', 'revolution', 'meet', 'newly', 'established', 'assemblée', 'nationale']",5.8
15 Years and One Day,drama,"['margo', 'struggling', 'deal', 'son', 'jon', 'rebellious', 'freespirited', 'teenager', 'runs', 'bad', 'crowd', 'jon', 'expelled', 'school', 'margo', 'sends', 'live', 'grandfather', 'max', 'retired', 'military', 'officer', 'l']",5.9
One to Another,drama,"['chacun', 'sa', 'nuit', 'explores', 'carnal', 'interdependencies', 'among', 'host', 'characters', 'live', 'town', 'provincial', 'france', 'center', 'pierre', 'arthur', 'dupont', 'conceited', 'vain', 'bisexual', 'musician', 'late', 'teens']",5.8
Friends: The One Before the Last One - Ten Years of Friends,comedy,"['collection', 'clips', 'past', 'episodes', 'past', 'seasons', 'leading', 'final', 'episode']",8.7
One Night Stand,drama,"['story', 'urvil', 'raisingh', 'celina', 'meet', 'event', 'memorable', 'night', 'later', 'returning', 'back', 'home', 'continue', 'lives', 'memories', 'celina', 'haunt', 'urvil', 'happens', 'next', 'forms', 'crux', 'unfoldi']",3.1
Violet Perfume: No One Is Listening,drama,"['history', 'friendship', 'two', 'females', 'teenagers', 'cracked', 'misinformation', 'sexual', 'education', 'violence', 'women']",7.1
One Night in Turin,documentary,"['premier', 'league', 'multimillion', 'pound', 'salaries', 'england', 'football', 'dirty', 'word', 'game', 'disgrace', 'fans', 'hooligans', 'nation', 'seemed', 'played', 'italia', '90', 'world', 'c']",6.9
One Man's Hero,action,"['john', 'riley', 'irish', 'immigrant', 'soldier', 'recruited', 'american', 'army', 'mexicanamerican', 'war', 'faces', 'antiimmigrant', 'anticatholic', 'bigotry', 'fellow', 'servicemen', 'defects', 'mexican', 'army']",6.0
One Week Friends,comedy,"['yuki', 'hase', 'befriended', 'lonely', 'girl', 'classmate', 'notices', 'shes', 'always', 'alone', 'upon', 'knowing', 'girl', 'found', 'serious', 'matter', 'either', 'make', 'put', 'space', 'make', 'closer', 'ot']",6.8
From One Second to the Next,documentary,"['stories', 'serious', 'traffic', 'accidents', 'caused', 'texting', 'driving', 'told', 'perpetrators', 'surviving', 'victims']",7.4
One Tough Cop,action,"['detective', 'tries', 'remain', 'loyal', 'partner', 'best', 'friend', 'mobster']",5.1
One Winter Proposal,comedy,"['old', 'flames', 'reignited', 'current', 'flames', 'burn', 'brighter', 'foursome', 'one', 'winter', 'weekend', 'returns', 'ski', 'resort', 'began']",6.6
One Body Too Many,comedy,"['insurance', 'investigator', 'arrives', 'creepy', 'mansion', 'protect', 'millionaire', 'death', 'threats', 'made']",5.4
"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",animation,"['alternate', 'retelling', 'winter', 'island', 'name']",7.0
As One,drama,"['one', 'cinematic', 'retelling', 'first', 'ever', 'postwar', 'unified', 'korea', 'sports', 'team', 'hastily', 'formed', 'participate', '41st', 'world', 'table', 'tennis', 'championships', '1991', 'following', 'north', 'korean', 'midair', 'bombing', 'korean', 'air']",7.2
One-Armed Boxer,action,"['schoolmate', 'master', 'killed', 'loses', 'arm', 'student', 'tien', 'lung', 'learn', 'art', 'onearm', 'boxing']",6.7
Arabian Nights: Volume 3 - The Enchanted One,drama,"['final', 'trilogy', 'adaptation', 'arabian', 'nights', 'story', 'structure', 'portugal', 'modern', 'life', '20132014', 'three', 'chapter']",6.4
One Day More,comedy,"['giaccomo', 'fortyyearold', 'works', 'company', 'milan', 'avoid', 'working', 'weekends', 'lies', 'girlfriend', 'whose', 'character', 'creates', 'based', 'upon', 'girl', 'sees', 'every', 'morning']",6.2
Margaret Cho: I'm the One That I Want,documentary,"['november', '1999', 'margaret', 'cho', 'home', 'san', 'francisco', 'warfield', 'theater', 'cho', 'structures', 'monologue', 'loosely', 'professional', 'lifes', 'trajectory', 'standup', 'cast', 'abctv', 'sitcom', 'losing', '30', 'pounds', 'two', 'weeks', 'th']",7.4
One Tough Bastard,action,"['mans', 'wife', 'family', 'murdered', 'plots', 'revenge', 'find', 'killer', 'federal', 'protection', 'must', 'exact', 'form', 'justice']",5.3
One Day in Europe,comedy,"['day', 'champions', 'league', 'final', 'galatasaray', 'deportivo', 'la', 'coruña', 'stops', 'life', 'four', 'european', 'cities', 'adding', 'problems', 'tourists', 'trouble', 'already', 'struggling', 'language', 'barrier']",6.5
One Kiss,drama,"['story', 'three', 'teenager', 'friends', 'accepted', 'peers']",6.6
Five Days One Summer,drama,"['sir', 'sean', 'connery', 'stars', 'fred', 'zinnemanns', 'haunting', 'tale', 'incestuous', 'love', 'set', 'magnificent', 'background', 'swiss', 'alps']",6.2
One Day We'll Talk About Today,drama,"['three', 'siblings', 'live', 'happylooking', 'families', 'one', 'changes', 'gets', 'warned', 'parents', 'prompting', 'rebellion', 'three', 'siblings', 'led', 'discovery', 'secrets', 'great', 'trauma', 'families']",7.4
Blue Collar Comedy Tour: One for the Road,documentary,"['bill', 'engvall', 'ron', 'tater', 'salad', 'white', 'jeff', 'foxworthy', 'larry', 'cable', 'guy', 'return', 'onstage', 'give', 'funny', 'redneck', 'laughs', 'humorous', 'spins', 'everyday', 'affairs']",7.3
My One & Only,drama,"['one', 'stephanie', 'hutton', 'oliver', 'try', 'determine', 'theyre', 'fated', 'together', 'meanwhile', 'sparks', 'fly', 'stephanie', 'alex', 'page', 'handsome', 'ranch', 'owner', 'acts', 'guide']",6.5
One Punch Man - Wanpanman: Road to Hero,animation,"['story', 'saitama', 'three', 'years', 'ago', 'gets', 'yellow', 'super', 'hero', 'suit']",8.2
Nine Days of One Year,drama,"['nuclear', 'physicists', 'risking', 'lives', 'scientific', 'achievements']",7.5
The Next One,drama,"['astronauts', 'widow', 'young', 'son', 'meet', 'stranger', 'future', 'greek', 'island']",4.7
Revolting Rhymes Part One,animation,"['two', 'halfhour', 'animated', 'films', 'based', 'muchloved', 'rhymes', 'written', 'roald', 'dahl', 'illustrated', 'quentin', 'blake']",7.7
Angels One Five,drama,"['story', 'raf', 'fighter', 'squadron', 'height', 'battle', 'britain']",6.4
One Piece: 3D2Y - Overcome Ace's Death! Luffy's Vow to His Friends,animation,"['special', 'takes', 'place', 'two', 'year', 'straw', 'hats', 'reunite', 'sabaody', 'luffy', 'currently', 'rusukaina', 'training', 'get', 'stronger', 'take', 'new', 'world', 'however', 'training', 'interrupted', 'hancocks', 'sisters']",7.8
One Day,drama,"['day', 'life', 'mother', 'caught', 'relentlessness', 'daily', 'life', 'work', 'home', 'children']",7.1
One Day in August,drama,"['three', 'couples', 'flee', 'athens', 'summer', 'journeys', 'change', 'lives', 'forever']",6.6
A Majority of One,comedy,"['gentle', 'love', 'story', 'japanese', 'businessman', 'widower', 'brooklyn', 'widow', 'happy', 'ending', 'ensue', 'must', 'learn', 'lessons', 'tolerance', 'kindness', 'forgiveness']",6.8
One Hundred Men and a Girl,comedy,"['daughter', 'struggling', 'musician', 'forms', 'symphony', 'orchestra', 'made', 'unemployed', 'friends', 'persistence', 'charm', 'misunderstandings', 'able', 'get', 'leopold', 'stokowski', 'lead', 'concert', 'leads']",6.7
One Piece: Heart of Gold,animation,"['girl', 'named', 'olga', 'pursued', 'world', 'government', 'man', 'named', 'mad', 'treasure', 'one', 'knows', 'location', 'pure', 'gold', 'substance', 'buy', 'entire', 'world', 'olga', 'ends', 'sailing', 'straw']",7.1
The One Percent,documentary,"['hardhitting', 'humorous', 'documentary', 'director', 'jamie', 'johnson', 'takes', 'exploration', 'wealth', 'began', 'born', 'rich', 'one', 'step', 'one', 'percent', 'refers', 'tiny', 'percentage', 'americans', 'control', 'nearly', 'half']",6.8
The Radiant One,drama,"['troubled', 'man', 'turns', 'believing', 'hes', 'harmed', 'others', 'war', 'facts', 'surrounding', 'quest', 'clarity', 'brush', 'supernatural', 'phenomena']",7.0
One on One,drama,"['macak', 'cat', 'best', 'basketball', 'player', 'around', 'blocks', 'new', 'belgrade', 'meanwhile', 'friend', 'bullied', 'local', 'gangster', 'coma', 'owns', 'money', 'pay', 'debt', 'macak', 'play', '1', '1', 'rival', 'player', 'eve']",6.6
One Last Night,comedy,"['disastrous', 'first', 'date', 'zoe', 'alex', 'get', 'locked', 'movie', 'theater', 'overnight', 'search', 'escape', 'quickly', 'fall', 'one', 'another', 'unexpected', 'twist', 'abruptly', 'changes', 'course', 'night']",5.2
Jackass: Volume One,action,"['collection', 'early', 'jackass', 'videos', 'steveo', 'swallows', 'goldfish', 'throws', 'back', 'bam', 'abuses', 'parents', 'johnny', 'knoxville', 'gets', 'thrown', 'poo', 'cocktail']",7.7
One Piece 3D: Straw Hat Chase,animation,"['luffy', 'wakes', 'find', 'precious', 'straw', 'hat', 'missing', 'naturally', 'wild', 'chase', 'ensues']",6.6
One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,animation,"['abridged', 'version', 'arlong', 'arc', 'special', 'follows', 'general', 'plot', 'nami', 'leaves', 'crew', 'baratie', 'arc', 'go', 'back', 'village', 'luffy', 'crew', 'follow', 'discover', 'working', 'dange']",8.0
Duet for One,drama,"['stephanie', 'anderson', 'dame', 'julie', 'andrews', 'famous', 'violin', 'player', 'married', 'composer', 'becomes', 'ill', 'multiple', 'sclerosis', 'whole', 'life', 'goes', 'pieces', 'career', 'ends', 'abruptly', 'husband', 'betrays', 'another', 'woman']",6.7
"The One and Only, Genuine, Original Family Band",comedy,"['eleven', 'members', 'bower', 'family', 'move', 'dakota', 'territory']",6.3
One Floor Below,drama,"['sole', 'unfortunate', 'witness', 'domestic', 'quarrel', 'ends', 'murder', 'patrascu', 'finds', 'odds', 'two', 'close', 'neighbors', 'one', 'bizarre', 'murderer', 'one', 'conscience']",6.4
One Week and a Day,comedy,"['eyal', 'finishes', 'traditional', 'jewish', 'week', 'mourning', 'late', 'son', 'wife', 'vicky', 'urges', 'return', 'routine', 'shiva', 'ended', 'doesnt', 'mean', 'life', 'usual']",6.6
The Strange One,drama,"['students', 'faced', 'ethical', 'dilemma', 'dehumanization', 'associated', 'tradition', 'hazing', 'military', 'college', 'southern', 'united', 'states', 'take', 'matters', 'hands']",6.9
The Brave One,drama,"['young', 'mexican', 'boy', 'tirelessly', 'tries', 'save', 'pet', 'bull', 'death', 'hands', 'celebrated', 'matador']",6.6
One Hundred Days After Childhood,drama,"['group', 'russian', 'teenagers', 'spend', 'summer', 'summer', 'camp', 'mitia', 'falls', 'love', 'gets', 'occupied', 'problems', 'forgets', 'others']",7.7
It Happened One Christmas,comedy,"['spirit', 'wonderful', 'lifea', 'young', 'woman', 'give', 'dream', 'remain', 'small', 'hometown', 'head', 'familys', 'building', 'loan', 'building']",6.2
"National Theatre Live: One Man, Two Guvnors",comedy,"['francis', 'henshall', 'becomes', 'minder', 'roscoe', 'small', 'time', 'east', 'end', 'hood', 'francis', 'spots', 'chance', 'extra', 'meal', 'ticket', 'takes', 'second', 'job', 'one', 'stanley', 'stubber', 'prevent', 'discovery', 'francis', 'must', 'keep', 'two', 'guvnors', 'apart']",8.1
One Less God,drama,"['group', 'international', 'travelers', 'struggle', 'survive', 'islamic', 'extremists', 'besiege', 'luxury', 'indian', 'hotel', 'inspired', 'true', 'events']",5.0
One Direction: Going Our Way,documentary,"['niall', 'horan', 'zayn', 'malik', 'liam', 'payne', 'harry', 'styles', 'louis', 'tomlinson', 'members', 'one', 'direction', 'grown', 'one', 'hottest', 'music', 'groups', 'planet', 'follow', 'journey', 'x', 'factor', 'world', 'domination']",3.7
